Workload Concurrency MyCPUBenchValue TheoreticalValue Efficiency
QP	1	6.097561	2355.200000	0.258898
HP	1	17.241379	1177.600000	1.464112
HP	2	4.975124	1177.600000	0.422480
SP	1	11.764706	588.800000	1.998082
HP	4	2.427184	1177.600000	0.206113
QP	2	9.900990	2355.200000	0.420389
QP	4	6.134969	2355.200000	0.260486
DP	1	4.830918	294.400000	1.640937
DP	2	10.526316	294.400000	3.575515
DP	4	5.813953	294.400000	1.974848
